company,review_title,source_section,label,text,text_length,rating,review_date,source_url,language
Oracle,Preguntas frecuentes sobre las evaluaciones de Oracle,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance given so that you become lazy and settle down for less and compromise "" "" The benefits are good ; it is nice to have access to the Oracle University classes. "" "" Enjoyed working with the marketing team and the people there are great and easy to get along with. "" "" work culture is good and your work is seen by all the people in the hierarchy "" "" Good and flexible work from home "" ¿Cuáles son las",510,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en
Oracle,Oracle,pros,positive,"de trabajar en Oracle según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance given so that you become lazy and settle down for less and compromise "" "" The benefits are good ; it is nice to have access to the Oracle University classes. "" "" Enjoyed working with the marketing team and the people there are great and easy to get along with. "" "" work culture is good and your work is seen by all the people in the hierarchy "" "" Good and flexible work from home "" ¿Cuáles son las",510,3.6,,https://www.glassdoor.com.mx/Evaluaciones/Oracle-Evaluaciones-E1737.htm?countryPickerRedirect=true,en
IBM,CSE,pros,positive,"Muy bien todo, excelente ambiente",33,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Bueno,pros,positive,Ambiente laboral es muy bueno,29,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Correcto,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Low salary,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Low salary and the increment was less than 2% even top performer unless you got band promotion "" "" • Hard to get a promotion unless you have a good manager that is respected and fights for you "" "" Low pay with joke of a raise every year (if you even get one). "" "" No Salary hike .No On site opportunity.Very few are lucky getting visas and traveled to on "" "" Poor leadership : One senior exec's ego is much larger than his brain; no longer values employees. """,546,2.0,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en
IBM,IBM,pros,positive,"Muy bien todo, excelente ambiente",33,3.9,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Evaluaciones por cargo,pros,positive,"Muy bien todo, excelente ambiente",33,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,"Muy bien todo, excelente ambiente",pros,positive,"Muy bien todo, excelente ambiente",33,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Ambiente laboral es muy bueno,pros,positive,Ambiente laboral es muy bueno,29,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Recomendada,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,pros,positive,Reto tecnológico según el proyecto donde estés Equipo grande donde hay margen de aprendizaje,92,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Presencialidad en oficinas Horarios semi-rígidos,pros,positive,Presencialidad en oficinas Horarios semi-rígidos,48,,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,es
IBM,Preguntas frecuentes sobre las evaluaciones de IBM,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and good to be able to work from home although that’s often at the discretion of your manager "" "" The people are great and the Extreme Blue program was excellent for learning principles of product design. "" "" flexible work from home for female employee a great "" "" 1. Extremely good work culture 2. Packages are good 3. Direct contact to senior level employees "" "" Good benefits backed by a solid fortune 50 company with world class products and services. "" ¿Cuáles son las",583,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en
IBM,IBM,pros,positive,"de trabajar en IBM según las evaluaciones de empleados reales? Los usuarios dicen... "" Good work life balance and good to be able to work from home although that’s often at the discretion of your manager "" "" The people are great and the Extreme Blue program was excellent for learning principles of product design. "" "" flexible work from home for female employee a great "" "" 1. Extremely good work culture 2. Packages are good 3. Direct contact to senior level employees "" "" Good benefits backed by a solid fortune 50 company with world class products and services. "" ¿Cuáles son las",583,3.9,,https://www.glassdoor.com.mx/Evaluaciones/IBM-Evaluaciones-E354.htm?countryPickerRedirect=true,en
Apex Systems,Cada vez peor,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Practicas Antagonicas - Cliente es Dios,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,1.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Todo se convierte en call center,pros,positive,Pago de nomina a tiempo Buen salario,36,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,No benefits,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" No benefits as a W2 contractor unless you want to dip into your already low check "" "" poor management from both HR and the Client "" "" Can't think of any",248,2.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en
Apex Systems,Apex Systems,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.7,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Evaluaciones por cargo,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,3.0,feb 2026,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,pros,positive,Sueldo decente SGMM Fun eventos Snacks Beer day Comida gratis 1 vez x semana Vacaciones desde primer año,104,1.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,,pros,positive,"-Cambios de horario constantes -Se nota que quieren que sea un puesto de rotación(ahora solo te contratan por 3 meses, en horarios full time de 12 horas y te PAGAN MENOS) -No importa que cumplas en métricas de calidad, eficiencia y puntualidad, tampoco importa que no tengas ninguna ACTA, PIB, CAN RCA, se pueden inventar cualquier excusa para correrte. -Despidos colectivos frecuentes(te dicen que te mandan a la banca de la empresa y al día siguiente te corren) -Te sientes amenazado todo el tiempo con recibir cualquier tipo de amonestación administrativa porque el cliente es totalmente intolerante al más mínimo error. - Te obligan a firmar ""renuncia voluntaria"" para no darte NADA. - Se hacen weyes para pagarte horas extra (literal la gente tuvo que alzar la voz porque a nadie se las pagaron y tuvo que salir el bufón de la empresa a dar la cara).",855,3.0,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Buen salario y prestaciones. Nada extraordinario. .,pros,positive,Buen salario y prestaciones. Nada extraordinario. .,51,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",pros,positive,"Si tuviste mala experiencia en un inicio con el cliente, para Apex lo es todo y no hay manera de reparar tu relacion por mucho que hagas.",137,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Recomendada,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Pago de nomina a tiempo Buen salario,pros,positive,Pago de nomina a tiempo Buen salario,36,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",pros,positive,"Constante aumento gradual a la carga laboral Contratos ""temporales"" que terminan sin previo aviso",97,,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,es
Apex Systems,Preguntas frecuentes sobre las evaluaciones de Apex Systems,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" Great people and very competitive "" "" Great culture and tons of potential!There are a lot of tenured employees to learn from and utilize as strong resources. "" "" Hiring staff has maintained good communication as contract renewals and advocating for my extension "" "" great work life balance and flexibilty "" "" uncapped commission but only if you are lucky and set up with the right accounts from the start. "" ¿Cuáles son las",519,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en
Apex Systems,Apex Systems,pros,positive,"de trabajar en Apex Systems según las evaluaciones de empleados reales? Los usuarios dicen... "" Great people and very competitive "" "" Great culture and tons of potential!There are a lot of tenured employees to learn from and utilize as strong resources. "" "" Hiring staff has maintained good communication as contract renewals and advocating for my extension "" "" great work life balance and flexibilty "" "" uncapped commission but only if you are lucky and set up with the right accounts from the start. "" ¿Cuáles son las",519,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Apex-Systems-Evaluaciones-E13916.htm?countryPickerRedirect=true,en
Luxoft,Gran empresa,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Excelente trabajo,pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Buena opción,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,5.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,No bonuses,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" No bonuses and depending on the client you can same boring work "" "" No job security and can’t change the project. "" "" Not interesting projects at all, a lot of bureaucracy "" "" project manager was completely not interested. "" "" Old project with old tech stacks. """,352,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,en
Luxoft,Luxoft,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,3.7,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Evaluaciones por cargo,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,3.0,mar 2026,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",pros,positive,"- Buenas prestaciones - Buenos proyectos si te toca uno chido, puedes quedarte en ellos o cambiarte a otros",107,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,"Prestaciones, horario laboral, proyectos, ""salario""",pros,positive,"Prestaciones, horario laboral, proyectos, ""salario""",51,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Ya no se han tenido ajustes salariales desde la pandemia/desde que Luxoft pasó a ser parte de DXC,pros,positive,Ya no se han tenido ajustes salariales desde la pandemia/desde que Luxoft pasó a ser parte de DXC,97,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Recomendada,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Me parece que no hay desventajas.,pros,positive,"Buen ambiente laboral, amigable. Buen paquete de prestaciones. Sueldo competitivo. Oportunidades de crecimiento de carrera. Amplia cartera de clientes. Trabajo remoto.",167,,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Preguntas frecuentes sobre las evaluaciones de Luxoft,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" ' Good salary and easy "" "" 1) Good work life balance 2) HR is extremely",161,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Luxoft,Luxoft,pros,positive,"de trabajar en Luxoft según las evaluaciones de empleados reales? Los usuarios dicen... "" ' Good salary and easy "" "" 1) Good work life balance 2) HR is extremely",161,3.7,,https://www.glassdoor.com.mx/Evaluaciones/Luxoft-Evaluaciones-E116344.htm?countryPickerRedirect=true,es
Google,Pay at google,pros,positive,Good benefits in every way,26,4.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,"Good work-life balance and culture, but pay lags",pros,positive,Good WLB and good culture,25,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Amazing,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,5.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Google,pros,positive,Good benefits in every way,26,4.4,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Reviews by job title,pros,positive,Good benefits in every way,26,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Recommend,pros,positive,Good benefits in every way,26,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Good benefits in every way,pros,positive,Good benefits in every way,26,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Recommend,pros,positive,Good WLB and good culture,25,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Good WLB and good culture,pros,positive,Good WLB and good culture,25,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Recommend,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Great brainstorming questions and good interviewers as they help along.,pros,positive,Great brainstorming questions and good interviewers as they help along.,71,,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Google reviews FAQs,pros,positive,"of working at Google according to real employee reviews? Users say... "" My teammates were really great people and did a lot to help me get up and running.' "" "" great benefits and I do believe they build some of the best products out there. "" "" It was a great environment and culture that I looked forward to going to every day. "" "" In those positions you can have a good work/life balance and just use all the benefits "" "" Would recommend Software Engineering/Development/PM at Google if you want a nice comfy job with perks and good pay . "" What are the",554,4.4,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Google,Google,pros,positive,"of working at Google according to real employee reviews? Users say... "" My teammates were really great people and did a lot to help me get up and running.' "" "" great benefits and I do believe they build some of the best products out there. "" "" It was a great environment and culture that I looked forward to going to every day. "" "" In those positions you can have a good work/life balance and just use all the benefits "" "" Would recommend Software Engineering/Development/PM at Google if you want a nice comfy job with perks and good pay . "" What are the",554,4.4,,https://www.glassdoor.com/Evaluaciones/Google-Evaluaciones-E9079.htm?countryPickerRedirect=true,en
Meta,Live and Die by Optics,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Could be worse.,pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,4.0,"Mar 26, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Losing direction,pros,positive,"Great benefits, compensation and nice colleagues",48,2.0,"Mar 26, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Meta,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.7,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Reviews by job title,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Recommend,pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",pros,positive,"Great benefits. But the in office perks were getting to diminish due to budget cuts, despite all time high stock value.",119,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Recommend,pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,1.0,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,"#1 in pay, short of OpenAI, Anthropic, etc.",pros,positive,"#1 in pay, short of OpenAI, Anthropic, etc.",43,1.0,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Recommend,pros,positive,"Great benefits, compensation and nice colleagues",48,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,"Great benefits, compensation and nice colleagues",pros,positive,"Great benefits, compensation and nice colleagues",48,,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Meta reviews FAQs,pros,positive,"of working at Meta according to real employee reviews? Users say... "" The company has great benefits and really makes sure you and your family have everything you need. "" "" The people are great and you won’t see any of the same perks at other companies. "" "" I think that some of the pros are the that it has a good pay and is in a nice place like california "" "" 1) Work with the best 2) Always get challenged but in a positive way 3) Caring environment 4) good salary "" "" Free food and Life@ expenses are nice "" What are the",524,3.7,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Meta,Meta,pros,positive,"of working at Meta according to real employee reviews? Users say... "" The company has great benefits and really makes sure you and your family have everything you need. "" "" The people are great and you won’t see any of the same perks at other companies. "" "" I think that some of the pros are the that it has a good pay and is in a nice place like california "" "" 1) Work with the best 2) Always get challenged but in a positive way 3) Caring environment 4) good salary "" "" Free food and Life@ expenses are nice "" What are the",524,3.7,,https://www.glassdoor.com/Evaluaciones/Meta-Evaluaciones-E40772.htm?countryPickerRedirect=true,en
Uber,Becoming more and more toxic,pros,positive,Great benefits nice people interesting problems,47,2.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Flexible work with customer interaction,pros,positive,Flexible schedule and independence. Opportunities to meet people from different backgrounds. Easy to start and mange your own time.,131,3.0,"Mar 26, 2026",https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Great to work as Designer,pros,positive,"Good culture, great problem space, learning environment, allows people to grow fast.",84,4.0,"Mar 25, 2026",https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Uber,pros,positive,Great benefits nice people interesting problems,47,3.8,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Reviews by job title,pros,positive,Great benefits nice people interesting problems,47,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Recommend,pros,positive,Great benefits nice people interesting problems,47,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Great benefits nice people interesting problems,pros,positive,Great benefits nice people interesting problems,47,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Recommend,pros,positive,Flexible schedule and independence. Opportunities to meet people from different backgrounds. Easy to start and mange your own time.,131,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Flexible schedule and independence. Opportunities to meet people from different backgrounds. Easy to start and mange your own time.,pros,positive,Flexible schedule and independence. Opportunities to meet people from different backgrounds. Easy to start and mange your own time.,131,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Recommend,pros,positive,"Good culture, great problem space, learning environment, allows people to grow fast.",84,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,"Good culture, great problem space, learning environment, allows people to grow fast.",pros,positive,"Good culture, great problem space, learning environment, allows people to grow fast.",84,,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Uber reviews FAQs,pros,positive,"of working at Uber according to real employee reviews? Users say... "" The people are great and the use of data within the company to inform decisions is incredible. "" "" Benefits are great and you have a ton of flexibility on what you can use them for. "" "" I worked the weekends at the shore for the summer so it was very busy and the money was good . "" "" Flexible hours and low start up costs are two of the best things about this gig "" "" Culture is great and very welcoming "" What are the",489,3.8,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Uber,Uber,pros,positive,"of working at Uber according to real employee reviews? Users say... "" The people are great and the use of data within the company to inform decisions is incredible. "" "" Benefits are great and you have a ton of flexibility on what you can use them for. "" "" I worked the weekends at the shore for the summer so it was very busy and the money was good . "" "" Flexible hours and low start up costs are two of the best things about this gig "" "" Culture is great and very welcoming "" What are the",489,3.8,,https://www.glassdoor.com/Evaluaciones/Uber-Evaluaciones-E575263.htm?countryPickerRedirect=true,en
Salesforce,"Strong pay and work-life balance, but ideologically authoritarian",pros,positive,"Strong compensation, work life balance (if you can set boundaries)",66,2.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Fair pay and great work life balance,pros,positive,Great work life balance and great people to work with.,54,5.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Great,pros,positive,Great Place to Work and learn,29,5.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Salesforce,pros,positive,"Strong compensation, work life balance (if you can set boundaries)",66,4.1,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Reviews by job title,pros,positive,"Strong compensation, work life balance (if you can set boundaries)",66,3.0,"Mar 27, 2026",https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Recommend,pros,positive,"Strong compensation, work life balance (if you can set boundaries)",66,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,"Strong compensation, work life balance (if you can set boundaries)",pros,positive,"Strong compensation, work life balance (if you can set boundaries)",66,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Recommend,pros,positive,Great work life balance and great people to work with.,54,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Great work life balance and great people to work with.,pros,positive,Great work life balance and great people to work with.,54,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Recommend,pros,positive,Great Place to Work and learn,29,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
Salesforce,Great Place to Work and learn,pros,positive,Great Place to Work and learn,29,,,https://www.glassdoor.com/Evaluaciones/Salesforce-Evaluaciones-E11159.htm?countryPickerRedirect=true,en
